Deep Meaning	Expansion	Markup	Probability
[[end conversation]]	Well, I really need to get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6309931506849294, 0.6335616438356144]
[[end conversation]]	Well, I need to get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6335616438356144, 0.6352739726027377]
[[end conversation]]	Well, I should really get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.6352739726027377, 0.6404109589041075]
[[end conversation]]	Okay, well, I probably should get back to work. Nice to see you. Bye.	PushObligation:goodbye^ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation	[0.6404109589041075, 0.6408390410958883]
[[end conversation]]	I really have to get back to work too! Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.6408390410958883, 0.6421232876712307]
[[end conversation]]	I think I probably should get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6421232876712307, 0.6425513698630115]
[[end conversation]]	I'm sorry, but I have to go. Nice to see you. Goodbye.	Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.6425513698630115, 0.6434075342465732]
[[end conversation]]	I'm sorry, but I really need to get back to work. Great to see you! Have a wonderful [speaker.game.time_of_day]!	ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.6434075342465732, 0.6472602739726006]
[[end conversation]]	Okay, well, I'm going to grab another drink. Nice to see you. Goodbye.	Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.6472602739726006, 0.6506849315068471]
[[end conversation]]	Well, I really have to get back to work. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6506849315068471, 0.6523972602739704]
[[end conversation]]	I really have to get back to work. Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6523972602739704, 0.653253424657532]
[[end conversation]]	I probably should get back to work. Nice to see you. Take care.	Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.653253424657532, 0.6549657534246552]
[[end conversation]]	I probably should get back to work too! Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'	[0.6549657534246552, 0.6566780821917785]
[[end conversation]]	I'm sorry, but I'm going to grab another drink. Nice to see you. Bye.	ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^PushObligation:goodbye^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.6566780821917785, 0.6575342465753401]
[[end conversation]]	Okay, well, I think I probably should get back to work. Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.6575342465753401, 0.6583904109589017]
[[end conversation]]	I need to get back to work too! Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.6583904109589017, 0.660102739726025]
[[end conversation]]	Sure. Nice to see you. Take care.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^PushObligation:goodbye	[0.660102739726025, 0.6618150684931482]
[[end conversation]]	Well, I think I probably should get back to work. Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6618150684931482, 0.6643835616438332]
[[end conversation]]	I think I probably should get back to work too! Nice to see you. Goodbye.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.6643835616438332, 0.6673801369862989]
[[end conversation]]	Okay, well, I should probably get back to work. Nice to see you. Bye.	PushObligation:goodbye^ResolveObligation:goodbye^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^MiscFunctions:EndConversation	[0.6673801369862989, 0.6678082191780798]
[[end conversation]]	I'm sorry, but I should probably get back to work. Nice to see you. Goodbye.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6678082191780798, 0.6703767123287647]
[[end conversation]]	Well, I'm going to grab another drink. Nice to see you. Goodbye.	Preconditions:lambda speaker: speaker.location.type == 'business' and 'bar' in speaker.location.services and not speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.6703767123287647, 0.6716609589041072]
[[end conversation]]	Okay, well, I really need to get back to work. Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6716609589041072, 0.6725171232876688]
[[end conversation]]	No problem! Nice to see you. See you later.	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4	[0.6725171232876688, 0.6738013698630112]
[[end conversation]]	I probably should get back to work. Nice to see you. See you later.	Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'	[0.6738013698630112, 0.6759417808219154]
[[end conversation]]	I have to get back to work too! Nice to see you. Have a great [speaker.game.time_of_day].	Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name == 'end conversation'^Preconditions:lambda conversation: 'back to work' in conversation.completed_turns[-1].realization^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker, interlocutor: speaker.routine.working and interlocutor.routine.working	[0.6759417808219154, 0.679366438356162]
[[end conversation]]	Okay, well, I need to get back to work. Yeah, bye...	ResolveObligation:goodbye^PushObligation:goodbye^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^MiscFunctions:EndConversation^Preconditions:lambda speaker: speaker.routine.working^Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is speaker	[0.679366438356162, 0.6797945205479428]
[[end conversation]]	I'm sorry, but I should probably get back to work. Nice to see you. Take care.	Preconditions:lambda conversation, speaker: conversation.completed_turns[-1].speaker is not speaker^Preconditions:lambda speaker: speaker.personality.agreeableness > 0.4^Preconditions:lambda conversation: conversation.completed_turns[-1].line_of_dialogue.discourse_act.name != 'end conversation'^Preconditions:lambda speaker: speaker.routine.working^PushObligation:goodbye	[0.6797945205479428, 0.6810787671232852]
